,Open,High,Low,Close,Volume,Adj Close
2023-12-21 01:50:27.900680,25000.764779114565,25698.267644407977,24527.03395765216,24732.748641547638,1281967782.5725787,24732.748641547638
2023-12-22 01:50:27.900680,24283.51139708041,25238.951746881463,23981.48325086255,24671.74774350187,1742586819.6049721,24671.74774350187
2023-12-23 01:50:27.900680,24058.421697506947,24545.526832640007,23620.603736952224,24474.350775956904,3656877539.955873,24474.350775956904
2023-12-24 01:50:27.900680,23649.835238717398,24601.70318102341,22568.014173075902,23435.922676872626,4526762447.374032,23435.922676872626
2023-12-25 01:50:27.900680,22954.04818552882,23024.515484986787,22033.689740135145,22958.188634049995,4256502742.3646474,22958.188634049995
2023-12-26 01:50:27.900680,22836.573561056026,23453.437365458904,21597.805413677805,22665.76220440915,3740537239.4979362,22665.76220440915
2023-12-27 01:50:27.900680,23358.451550519476,24571.36763328338,22649.526896992425,23419.50400670737,1441727453.6444106,23419.50400670737
2023-12-28 01:50:27.900680,23445.580436967877,23969.10692685269,22821.607647209228,23685.847750186087,2156749785.1837993,23685.847750186087
2023-12-29 01:50:27.900680,22775.145735933675,22648.0514131982,22450.34500443928,22488.105472873835,2239227501.289876,22488.105472873835
2023-12-30 01:50:27.900680,23002.767290519438,22868.48921427346,22227.856317818558,22730.53200176974,1999827785.5904849,22730.53200176974
2023-12-31 01:50:27.900680,22667.093890516855,22832.992083636367,21757.879960811504,22491.929915427303,3060022638.8388925,22491.929915427303
2024-01-01 01:50:27.900680,21860.753063799137,22173.291632817112,21599.04626384865,22061.82886332348,3142215259.51869,22061.82886332348
2024-01-02 01:50:27.900680,22574.070670628636,23271.32413893336,21524.791095571167,22492.888736607987,2427543900.6844406,22492.888736607987
2024-01-03 01:50:27.900680,23093.533066087115,23295.004498930277,22577.13581143707,23222.67538856306,2415156634.945744,23222.67538856306
2024-01-04 01:50:27.900680,23513.999324536708,24513.395306875973,23457.78624576845,23904.52071609625,4314222391.624325,23904.52071609625
2024-01-05 01:50:27.900680,23723.01847432781,24496.34507424317,22737.231943064005,23333.522643822896,4157171393.2787423,23333.522643822896
2024-01-06 01:50:27.900680,22805.024553520627,24083.01525062958,22449.02479898609,23141.20270068124,2231183326.7229824,23141.20270068124
2024-01-07 01:50:27.900680,23817.05314233963,24115.38299600715,23388.512206096155,23395.70827103113,4655153775.493037,23395.70827103113
2024-01-08 01:50:27.900680,24062.55378794672,24483.895559722296,23970.32753656725,24114.63583283449,4811260068.010024,24114.63583283449
2024-01-09 01:50:27.900680,23494.563567461973,24536.501035426325,23346.205994877953,23794.244530899658,2306970168.120163,23794.244530899658
2024-01-10 01:50:27.900680,23725.45661847356,24309.92722861907,23175.77720082567,23685.758389837196,2417699795.1722193,23685.758389837196
2024-01-11 01:50:27.900680,23277.600899695994,23424.07440732673,22500.437424179894,22935.4536227937,3022536613.687835,22935.4536227937
2024-01-12 01:50:27.900680,22354.861760020678,22293.874679548564,21264.607050792518,22149.118697080623,4764483250.134694,22149.118697080623
2024-01-13 01:50:27.900680,22996.944368982553,23725.471449300017,22031.28771154153,22718.361687524193,4505277732.569246,22718.361687524193
2024-01-14 01:50:27.900680,23835.878206511887,24218.11148088267,22547.902651379893,23685.444024740424,1410271850.3343592,23685.444024740424
2024-01-15 01:50:27.900680,23839.93264207453,23888.196407188374,23037.601649072792,23657.977655393763,2570922973.0856647,23657.977655393763
2024-01-16 01:50:27.900680,24746.33857036266,24854.214101333604,23847.813047554904,24405.447524362145,3213484758.9990873,24405.447524362145
2024-01-17 01:50:27.900680,24449.058245196764,25207.724360480715,23742.761572285577,24696.349700979,3012529890.20616,24696.349700979
2024-01-18 01:50:27.900680,24236.96055622127,25250.491717620604,24203.607146622417,24247.217164343896,1775452271.7475708,24247.217164343896
2024-01-19 01:50:27.900680,24262.43950210234,25436.05652426684,24424.97499740866,24536.056335758007,4435267084.672619,24536.056335758007
2024-01-20 01:50:27.900680,26222.130312173245,26709.751321867207,25363.079989959027,25720.409477973983,3707763131.9873495,25720.409477973983
2024-01-21 01:50:27.900680,26175.30750654662,25732.671518560728,25118.456671274253,25718.486147490854,4351633499.407214,25718.486147490854
2024-01-22 01:50:27.900680,26484.36622615923,27542.865180481764,26806.022415059175,26981.44340303996,4435057117.397888,26981.44340303996
2024-01-23 01:50:27.900680,25172.355223387294,25567.93818970178,23881.798627776938,24967.050990801614,3993423414.662959,24967.050990801614
2024-01-24 01:50:27.900680,26051.646043150304,25640.50234409733,25347.606724296587,25615.92095179811,2756842404.9988694,25615.92095179811
2024-01-25 01:50:27.900680,25380.119444076845,26042.569508724606,24583.61635706741,25708.59784381771,3442187020.061698,25708.59784381771
2024-01-26 01:50:27.900680,25573.825436532523,26474.04998023465,25242.081245704758,25504.509046640298,1641461624.4789724,25504.509046640298
2024-01-27 01:50:27.900680,26025.869496773652,25775.90597055602,24673.37068775995,25600.402785929888,3694581669.8996305,25600.402785929888
2024-01-28 01:50:27.900680,23692.603281207008,24788.86583438943,23994.306803099244,24142.67491039441,1717013022.957123,24142.67491039441
2024-01-29 01:50:27.900680,24197.67744417259,24266.41939828601,23940.917978947833,24008.09010161471,3775798362.0406275,24008.09010161471
2024-01-30 01:50:27.900680,24094.055877417435,24305.680620665356,23257.131232805426,24290.959358451968,1918392643.0158746,24290.959358451968
2024-01-31 01:50:27.900680,25849.06494409837,25724.117841548625,24734.705685593748,25417.579974622036,1470205200.60088,25417.579974622036
2024-02-01 01:50:27.900680,25522.48848791543,26272.78435394781,25026.665334622307,25050.479098919874,1661137960.5718298,25050.479098919874
2024-02-02 01:50:27.900680,24909.58707384499,25455.52355478424,23842.485016674695,24474.656288974562,1007968540.876281,24474.656288974562
2024-02-03 01:50:27.900680,24108.234678375386,25291.00556063041,23968.47509712835,24133.126341063733,3874958471.414121,24133.126341063733
2024-02-04 01:50:27.900680,25189.452235737357,25435.54101467999,24319.286099386896,24829.873309469785,3929604196.233516,24829.873309469785
2024-02-05 01:50:27.900680,25447.00103848624,25238.783588366397,24317.06481218511,25101.058849321158,3059733399.653038,25101.058849321158
2024-02-06 01:50:27.900680,24551.05769484668,25407.555537167045,23846.874772541254,24730.00353227392,1645451204.2215347,24730.00353227392
2024-02-07 01:50:27.900680,25469.612368221955,25709.996470054946,24137.366286448352,25138.869836545968,1334217350.042759,25138.869836545968
2024-02-08 01:50:27.900680,24770.024746314502,26302.883406103596,24936.83406302686,25237.413945363627,1076515865.7491481,25237.413945363627
2024-02-09 01:50:27.900680,26107.700871669127,26135.095506918235,25209.82216378117,26007.551120230713,1662992707.8608828,26007.551120230713
2024-02-10 01:50:27.900680,25215.703236681547,26113.28466115166,24868.093207177782,25490.99699335885,4563422139.932587,25490.99699335885
2024-02-11 01:50:27.900680,24883.42172072816,25456.469023588157,24625.537537722077,25266.90575015022,1966147366.806727,25266.90575015022
2024-02-12 01:50:27.900680,24573.424127875387,25402.196811969956,24468.084840924028,24996.410179767943,2417085308.8688626,24996.410179767943
2024-02-13 01:50:27.900680,24134.628135547755,24829.470226185174,23785.661520055302,23946.610104196403,1421381937.9253328,23946.610104196403
2024-02-14 01:50:27.900680,24029.560985228127,24760.07463262133,24161.17207146321,24184.46250260732,1889445218.992681,24184.46250260732
2024-02-15 01:50:27.900680,24618.36071781283,24857.56222708448,23676.27979653278,24398.997363178416,3076898283.1208205,24398.997363178416
2024-02-16 01:50:27.900680,24002.471162830258,24908.952162460388,24216.49438725635,24427.15549271941,3431010732.3826103,24427.15549271941
2024-02-17 01:50:27.900680,24100.72718460728,24837.889170373805,23994.253433405698,24280.118080933764,1981409256.6648443,24280.118080933764
2024-02-18 01:50:27.900680,23330.817183551364,24208.330327033105,22797.309471619403,23294.02074419911,1230928636.9004688,23294.02074419911
2024-02-19 01:50:27.900680,23292.680692050813,24051.934699485057,22974.32496107438,23024.925523317997,2564131476.509595,23024.925523317997
2024-02-20 01:50:27.900680,22646.823605279624,23901.874609671984,21900.262686423703,22812.209842743046,1936813483.7053366,22812.209842743046
2024-02-21 01:50:27.900680,22404.248644695726,23169.076125577645,21299.18001568194,22291.993853108,1878215692.9192078,22291.993853108
2024-02-22 01:50:27.900680,22549.438426863224,22556.794023039507,22044.438141359915,22206.58846637289,4839451210.853821,22206.58846637289
2024-02-23 01:50:27.900680,22604.16925307742,23274.04073886667,21868.939427785153,22499.89288016318,3465201943.702896,22499.89288016318
2024-02-24 01:50:27.900680,23579.013225738192,24355.077424943425,23651.23053621264,23833.594651103784,3227513772.6883836,23833.594651103784
2024-02-25 01:50:27.900680,23526.470866335632,24288.102008141417,23854.517961652124,23982.717331088275,2663100414.0932875,23982.717331088275
2024-02-26 01:50:27.900680,24551.069500630376,25210.07550775481,23058.824265916253,24192.918623079237,2715777333.7205772,24192.918623079237
2024-02-27 01:50:27.900680,23700.393450100284,24209.522997875338,24022.305398341934,24163.098016056545,3163620015.352323,24163.098016056545
2024-02-28 01:50:27.900680,23176.534276564398,23863.84722370971,22204.43017530899,22834.292374670436,3785719228.1444287,22834.292374670436
2024-02-29 01:50:27.900680,22865.40014434619,23365.94774619416,22279.903630218258,22838.96437741691,3808584384.727318,22838.96437741691
2024-03-01 01:50:27.900680,23305.40279777001,23632.85767464793,22475.550668738855,22903.161265548642,1686775630.8217983,22903.161265548642
2024-03-02 01:50:27.900680,24979.43002538643,25498.206813939803,24593.558282283815,24684.418409167152,3000451008.306508,24684.418409167152
2024-03-03 01:50:27.900680,25056.242315917414,25666.448655269935,23362.068247900355,24566.93374382686,2647832380.136408,24566.93374382686
2024-03-04 01:50:27.900680,24666.80404749177,25604.934932201857,24165.881286644988,24814.987424378734,4482107865.077537,24814.987424378734
2024-03-05 01:50:27.900680,25079.161263283597,25575.66747886281,24426.51861194219,24813.9612691592,3525675684.8735056,24813.9612691592
2024-03-06 01:50:27.900680,23888.94095669646,24062.946537086813,23650.504435440544,23983.020673751078,3130016265.663927,23983.020673751078
2024-03-07 01:50:27.900680,24824.36158851035,25488.336476310797,24462.418923965633,24844.360682417533,1461578568.7156696,24844.360682417533
2024-03-08 01:50:27.900680,25566.32459268017,25627.58179608943,24335.74137174683,25436.592412748792,3422551557.293646,25436.592412748792
2024-03-09 01:50:27.900680,26463.22992823649,27034.881240982595,25160.146311900164,26073.5070139292,1468815622.7209337,26073.5070139292
2024-03-10 01:50:27.900680,25888.95352669837,26047.628938621194,24582.83849897085,25397.179339398655,2348826302.263008,25397.179339398655
2024-03-11 01:50:27.900680,26799.834609864105,27417.122803541108,26256.030290143797,26515.300601385006,1571367859.2573276,26515.300601385006
2024-03-12 01:50:27.900680,25365.035364065014,25501.77080087563,24531.011858628684,25448.744650561715,3768294588.0974755,25448.744650561715
2024-03-13 01:50:27.900680,25845.110920563926,26036.587685801525,24903.479403630103,25926.668959281043,1825008455.3446105,25926.668959281043
2024-03-14 01:50:27.900680,27978.71988474388,28707.990041892946,27656.36586472118,27715.33298078875,2567437492.752104,27715.33298078875
2024-03-15 01:50:27.900680,26649.378250670812,27027.839967470474,25596.171590019858,26930.775613568803,4582699110.475115,26930.775613568803
2024-03-16 01:50:27.900680,26090.651759284814,26598.033384488437,26500.717615785816,26503.6053748388,1817265533.5958812,26503.6053748388
2024-03-17 01:50:27.900680,26454.816215449184,26625.663852287696,26179.57174443923,26609.553796130105,3031220255.8351164,26609.553796130105
2024-03-18 01:50:27.900680,26013.592400000874,27491.66041087541,26011.858281466648,26236.87980008555,2677086644.6640882,26236.87980008555
2024-03-19 01:50:27.900680,24865.09704727876,25993.79690778038,24185.18219778198,25069.354000692972,1072496164.1829189,25069.354000692972
2024-03-20 01:50:27.900680,24878.156386177798,25590.2503490627,23906.79888954993,25146.10548992974,4171032454.291251,25146.10548992974
2024-03-21 01:50:27.900680,23935.143773953994,24743.22857760747,24062.166431152844,24381.72611134625,1276183625.258399,24381.72611134625
2024-03-22 01:50:27.900680,24277.943659071552,25188.202992526723,24550.061229498315,24755.351670886557,2897020083.9078145,24755.351670886557
2024-03-23 01:50:27.900680,24576.237091040693,25039.64471890882,23793.15294882377,24105.956502548852,3242713179.7558,24105.956502548852
2024-03-24 01:50:27.900680,25205.538290630993,26114.495129603918,24195.194017119265,25278.569966323244,3513705826.4583483,25278.569966323244
2024-03-25 01:50:27.900680,24601.852121936976,24945.079057912477,24411.496015915698,24716.212408288182,3754526517.2315025,24716.212408288182
2024-03-26 01:50:27.900680,24679.125169018247,24716.359400831483,24219.944104004055,24503.048922751543,2013089534.0908604,24503.048922751543
2024-03-27 01:50:27.900680,24850.28550913737,25257.18809046712,24704.432335892812,25133.536557508545,1039915106.6337975,25133.536557508545
2024-03-28 01:50:27.900680,24683.01945109018,25047.123363463124,23963.07309249348,24246.617973877586,3893774649.4196477,24246.617973877586
2024-03-29 01:50:27.900680,24716.95988709295,25371.013776417392,24248.801273338664,24437.062644880076,3142626397.390314,24437.062644880076
2024-03-30 01:50:27.900680,25021.996591370895,25776.945338678444,24948.316942443143,25439.80881548765,4344470812.828995,25439.80881548765
2024-03-31 01:50:27.900680,24186.352093750407,24291.765542688292,23160.540681339022,24266.352652155205,4285553451.602777,24266.352652155205
2024-04-01 01:50:27.900680,24795.957583217776,24525.90505760735,23799.802002088312,24425.550646325424,4373304671.151533,24425.550646325424
2024-04-02 01:50:27.900680,25079.70941434868,25833.826637177317,23504.958767262677,24641.357386252934,2940378639.9181604,24641.357386252934
2024-04-03 01:50:27.900680,25218.45635811445,25624.40209079823,24503.364753726564,25251.38263462405,2334513583.3474627,25251.38263462405
2024-04-04 01:50:27.900680,24466.347149206704,25292.612365511744,23633.836377590043,24355.85788209363,4166232810.36548,24355.85788209363
2024-04-05 01:50:27.900680,23121.21424271533,24165.211051598373,22338.989931029246,23433.31416866432,2805176452.1170197,23433.31416866432
2024-04-06 01:50:27.900680,24295.063418408386,24281.96424603172,23051.16081762336,23826.941572127274,1733768785.613738,23826.941572127274
2024-04-07 01:50:27.900680,23805.944823124326,24311.71464494181,22994.572088975016,24064.22937212193,4419896078.245897,24064.22937212193
2024-04-08 01:50:27.900680,24699.81006389892,24417.308406722135,24037.299322435578,24270.005952160125,4530239507.089389,24270.005952160125
2024-04-09 01:50:27.900680,24695.047886502016,25302.97639623978,24483.898218403603,24548.106213145777,2865239024.5606804,24548.106213145777
2024-04-10 01:50:27.900680,24180.20159072203,25008.96620497596,22959.678770601586,24076.444830796125,1302798909.2391498,24076.444830796125
2024-04-11 01:50:27.900680,24281.360350182997,25050.38982485497,24214.577281659385,24269.042829490914,2551304359.6677246,24269.042829490914
2024-04-12 01:50:27.900680,24243.828642397,25157.68530960374,23922.825652104457,24507.856870611235,4214150637.8504133,24507.856870611235
2024-04-13 01:50:27.900680,23701.53696904889,24062.595396216762,23171.278836781865,24012.228278536542,4607096114.184915,24012.228278536542
2024-04-14 01:50:27.900680,25135.794946308164,26650.954080658077,24246.696104990395,25420.004620586315,1813890969.9903834,25420.004620586315
2024-04-15 01:50:27.900680,25486.009254823824,26840.456729120197,25165.289403707,25809.72696849679,1267894448.1010861,25809.72696849679
2024-04-16 01:50:27.900680,25207.30006168578,25293.495958783566,24672.393914713026,24928.515031609244,4509401812.531355,24928.515031609244
2024-04-17 01:50:27.900680,25297.255378192534,26696.83058503472,25077.096904755053,25449.82682618558,2557619755.915501,25449.82682618558
2024-04-18 01:50:27.900680,24303.586305489618,25485.72842205736,23566.240024950766,24741.16581164881,3167043857.070253,24741.16581164881
2024-04-19 01:50:27.900680,25833.478255982664,26096.1082884304,24182.212168881608,25357.664373901654,4872263248.203035,25357.664373901654
2024-04-20 01:50:27.900680,26684.25492327786,27263.805150844593,25496.158220065106,26280.806815232383,1266258911.6568913,26280.806815232383
2024-04-21 01:50:27.900680,26106.48593187729,26709.113390122406,24762.91574183184,25667.31581415735,3593272029.808382,25667.31581415735
2024-04-22 01:50:27.900680,26969.932175319707,27314.46564232196,25431.357919137088,26446.391141060576,1296421690.2994683,26446.391141060576
2024-04-23 01:50:27.900680,26453.093907526418,26974.37927718117,25839.162072373114,26802.713597038564,2501875713.8660016,26802.713597038564
2024-04-24 01:50:27.900680,27385.289374793196,27964.52877359611,27229.215213592524,27499.420749927547,4215258180.773787,27499.420749927547
2024-04-25 01:50:27.900680,29439.73475659192,30490.904577906975,29035.634668610703,29138.744953364432,2733888931.0225377,29138.744953364432
2024-04-26 01:50:27.900680,29180.985977178283,29279.13863410621,28092.731298656403,28953.963028063576,4988729415.611801,28953.963028063576
2024-04-27 01:50:27.900680,27942.647723269816,28862.187170604553,28201.90414255466,28334.921009466343,3236237139.786409,28334.921009466343
2024-04-28 01:50:27.900680,27965.28051999394,28213.013907962664,26679.50155360798,27616.393643774565,2284648610.5438137,27616.393643774565
2024-04-29 01:50:27.900680,26678.331638836193,27568.329768231688,26269.494528849136,26975.66762059036,1880445303.6190124,26975.66762059036
2024-04-30 01:50:27.900680,26642.653304090094,27765.908335354852,25897.721024690007,26940.27042987596,2402082137.1446476,26940.27042987596
2024-05-01 01:50:27.900680,27284.933208398652,28529.327054429596,26754.88399378607,27244.63901621609,2490133095.0382032,27244.63901621609
2024-05-02 01:50:27.900680,27601.44693670814,27830.158965955798,27470.31578065019,27499.2159232639,1274854710.895844,27499.2159232639
2024-05-03 01:50:27.900680,28308.760585230546,28389.793019285888,27658.92569563236,28218.36451302123,2478296797.707093,28218.36451302123
2024-05-04 01:50:27.900680,27795.872578313036,28536.61918921776,27350.284736465295,28257.61691647918,2856954078.9568996,28257.61691647918
2024-05-05 01:50:27.900680,29992.719129590787,30856.892825284627,29026.321494343716,29546.611550248326,3890951008.955219,29546.611550248326
2024-05-06 01:50:27.900680,29067.16347901461,30289.754589847165,28055.501411297544,29342.276614566803,3626917938.8864317,29342.276614566803
2024-05-07 01:50:27.900680,31396.74205649336,32324.600427546524,31691.60562988992,31869.02194058527,3835062620.916617,31869.02194058527
2024-05-08 01:50:27.900680,33010.79804360877,33831.47419907733,31697.72114705149,32505.34246486084,1033454727.5074284,32505.34246486084
2024-05-09 01:50:27.900680,32289.809624293015,33077.60880385237,30838.72163566636,31711.827947654892,1870669598.322144,31711.827947654892
2024-05-10 01:50:27.900680,31185.21659646726,32041.035493156658,30103.420584145173,30739.945271032488,3646737153.599426,30739.945271032488
2024-05-11 01:50:27.900680,31605.83513653441,32653.732952827402,30633.620252070796,31219.31988270737,2935957472.7189884,31219.31988270737
2024-05-12 01:50:27.900680,31234.51474589866,31433.255604784157,29601.06998317388,31041.755402252355,1021253902.6733838,31041.755402252355
2024-05-13 01:50:27.900680,31810.152183662554,32944.034238241235,31241.797432174535,31745.572330174753,4217978569.727289,31745.572330174753
2024-05-14 01:50:27.900680,31699.213656524706,32973.896892346995,31010.006912126548,32231.698383847546,4091238293.16135,32231.698383847546
2024-05-15 01:50:27.900680,32075.64214025575,33548.876025721256,31733.086976593917,32193.530712119922,3193676651.9742503,32193.530712119922
2024-05-16 01:50:27.900680,31257.40290792693,32561.758669860264,31138.619991797197,31417.394712424863,1265853303.1050885,31417.394712424863
2024-05-17 01:50:27.900680,29762.82029068589,31218.2865906885,29757.04359038706,30051.61173109789,4066060198.1303387,30051.61173109789
2024-05-18 01:50:27.900680,29946.664625519497,30655.19803695201,29017.287625050558,29681.40768633081,3334854350.9254556,29681.40768633081
2024-05-19 01:50:27.900680,30479.301856416496,30754.77074043549,29752.965886353926,30484.330874675437,4127839908.631837,30484.330874675437
2024-05-20 01:50:27.900680,30196.785073167695,31548.380647793943,29395.276039592798,30711.452238377282,4006987969.5833616,30711.452238377282
2024-05-21 01:50:27.900680,29283.015656641946,31072.504980641093,29281.830468599328,29614.48082465287,4212008287.8313484,29614.48082465287
2024-05-22 01:50:27.900680,30016.9583604083,31195.163802364492,28712.978448702794,29798.52472838416,3072032265.6184993,29798.52472838416
2024-05-23 01:50:27.900680,29663.5276135965,30240.278716733766,29415.775735570525,30175.140040546346,1561298072.77406,30175.140040546346
2024-05-24 01:50:27.900680,29828.168505069723,29657.340192735803,28362.287596997423,29414.939302692506,3684629893.5187545,29414.939302692506
2024-05-25 01:50:27.900680,29574.729992717883,29775.30268316635,28299.384390042484,29580.47271372708,3481895140.2078824,29580.47271372708
2024-05-26 01:50:27.900680,29638.78658009725,30738.514351630234,29112.420430908758,29661.820078114746,3969012748.7963486,29661.820078114746
2024-05-27 01:50:27.900680,28796.708356833933,29863.798739631442,27334.066904319137,28690.65874822013,1679524024.2029412,28690.65874822013
2024-05-28 01:50:27.900680,29406.297116124428,29339.19097528181,28664.454360601783,29029.286840465207,1779900799.6011567,29029.286840465207
2024-05-29 01:50:27.900680,29371.43226769691,30298.760869774367,28543.01899339712,29551.32987977477,4561638068.877314,29551.32987977477
2024-05-30 01:50:27.900680,30775.400892107766,31842.311695356686,29030.12486360179,30557.809544676726,3999911193.8082833,30557.809544676726
2024-05-31 01:50:27.900680,31653.86234434065,32727.61229620331,30799.15025238382,31570.85377539343,4632913954.801291,31570.85377539343
2024-06-01 01:50:27.900680,30040.356776511235,31145.043316720697,28877.819966934465,30322.932215381345,4034861284.655683,30322.932215381345
2024-06-02 01:50:27.900680,29958.14287054508,30382.283154991575,28443.135125917554,29511.1900116871,3388621223.9612074,29511.1900116871
2024-06-03 01:50:27.900680,30357.615217097304,30763.25421828609,29561.150252380616,30000.695714228386,3616530948.1114945,30000.695714228386
2024-06-04 01:50:27.900680,30690.471218809314,30950.897269611614,29067.91180109116,30497.1778674095,4556511695.76004,30497.1778674095
2024-06-05 01:50:27.900680,31437.813934024478,31878.920071222106,30753.999985186056,31003.049821480105,3315227018.047762,31003.049821480105
2024-06-06 01:50:27.900680,35348.37474780691,36036.48387652982,33101.38947734904,34836.56402982611,3529565297.3135495,34836.56402982611
2024-06-07 01:50:27.900680,35769.451525031815,37022.79839109735,34137.89374364384,35473.79450826701,1625906864.0144024,35473.79450826701
2024-06-08 01:50:27.900680,37235.09346851034,37908.6826183182,36263.86416176647,36739.821092910046,2895684880.464411,36739.821092910046
2024-06-09 01:50:27.900680,38143.26068047873,39284.540514867826,36550.56861640276,37844.33364524566,3865588447.832396,37844.33364524566
2024-06-10 01:50:27.900680,38908.11322310828,38938.93787512525,36895.07728269074,38629.76142169149,2083770793.2654617,38629.76142169149
2024-06-11 01:50:27.900680,38486.13932767396,39188.39003301244,37079.112813811924,38304.405793160346,1809016722.0981398,38304.405793160346
2024-06-12 01:50:27.900680,39622.29301166242,39244.07479225366,37794.8034334968,39225.772792297576,2255307232.897662,39225.772792297576
